id,title,sector,host_state,treaty,arbitration_rules,outcome
3109,"Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/30",Transportation and storage,VEN,United Kingdom-Venezuela BIT,ICSID,Discontinued
527,"Gustav F W Hamester GmbH & Co KG v. Republic of Ghana, ICSID Case No. ARB/07/24",,GHA,Germany-Ghana BIT,ICSID,
534,"HICEE B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2009-11",,SVK,Netherlands-Slovak Repubic BIT,UNCITRAL,
1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15","Arts, entertainment and recreation",EGY,Egypt-United States BIT,ICSID,In favour of State
2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1",,VEN,Canada-Venezuela BIT,ICSID Additional Facility,
1968,"Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea, ICSID Case No. ARB(AF)/12/2",,GNQ,Equatorial Guinea-Spain BIT,ICSID,
518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17",,BOL,Bolivia-United Kingdom BIT,UNCITRAL,
2062,"Joseph Houben v. Republic of Burundi,Â ICSID Case No. ARB/13/7",,BDI,Belgium-Burundi BIT,ICSID,
482,"Generation Ukraine, Inc. v. Ukraine, ICSID Case No. ARB/00/9",,UKR,Ukraine-United States BIT,ICSID,
937,"RSM Production Corporation and others v. Grenada, ICSID Case No. ARB/10/6,Â ICSID Case No. ARB/10/6","Mining and quarrying, including hydrocarbons (oil and gas)",GRD,Grenada-United States BIT,ICSID,In favour of State
2556,"RenÃ©e Rose Levy and Gremcitel S.A. v. Republic of Peru, ICSID Case No. ARB/11/17",,PER,France-Peru BIT,ICSID,
2626,Grand Torg SRL v. Moldova,,MDA,Moldova-Russian Federation BIT,SCC,
506,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine, ICSID Case No. ARB/09/11",,UKR,Ukraine-United States BIT,ICSID,
510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL",Manufacturing,USA,NAFTA,UNCITRAL,In favour of State
1964,"Gelsenwasser AG v. People's Democratic Republic of Algeria, ICSID Case No. ARB/12/32",,DZA,Algeria-Germany BIT,ICSID,
487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",USA,NAFTA,UNCITRAL,In favour of State
1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39",,HRV,Austria-Croatia BIT,ICSID,
480,"Gemplus S.A.,Â SLP S.A.,Â Gemplus Industrial S.A. de C.V. v. TheÂ United Mexican States, ICSID Case No. ARB(AF)/04/3",,MEX,Argentina-Mexico BIT,ICSID Additional Facility,
2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25",,ROU,Italy-Romania BIT,ICSID,
476,"Gas Natural SDG, S.A. v. The Argentine Republic, ICSID Case No. ARB/03/10",,ARG,Argentina-Spain BIT,ICSID,
2176,"Garanti Koza LLP v. Turkmenistan, ICSID Case No. ARB/11/20",,TKM,Turkmenistan-United Kingdom BIT,ICSID,
474,"Gami Investments, Inc. v. The Government of the United Mexican States, UNCITRAL",,MEX,NAFTA,UNCITRAL,
2032,"Mr. Ali Allawi v. Pakistan, UNCITRAL",,PAK,Pakistan-United Kingdom BIT,UNCITRAL,
471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798","Water supply; sewerage, waste management and remediation activities",CAN,NAFTA,UNCITRAL,In favour of State
478,"GEA Group Aktiengesellschaft v. Ukraine, ICSID Case No. ARB/08/16",,UKR,Germany-Ukraine BIT,ICSID,
459,"Frontier Petroleum Services Ltd. v. The Czech Republic, UNCITRAL",,Czech Republic,Canada-Czech Republic BIT,UNCITRAL,
456,"Fraport AG Frankfurt Airport Services Worldwide v. The Republic of the Philippines, ICSID Case No. ARB/03/25",,PHL,Germany-Philippines BIT,ICSID,
467,"Bernardus Henricus Funnekotter and others v. Republic of Zimbabwe, ICSID Case No. ARB/05/6",,ZWE,Netherlands-Zimbabwe BIT,ICSID,
2852,"FraportÂ AGÂ Frankfurt Airport Services Worldwide v. Republic of the Philippines,Â ICSIDÂ Case No.Â ARB/11/12",,PHL,Germany-Philippines BIT,ICSID,
464,"Ron Fuchs v. The Republic of Georgia, ICSID Case No. ARB/07/15",,GEO,Georgia-Israel BIT,ICSID,
452,"France Telecom v. Lebanon, UNCITRAL",,LBN,France-Lebanon BIT,UNCITRAL,
885,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk KaplÃºn v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2",,BOL,Bolivia-Chile BIT,ICSID,
432,"Fedax N.V. v. The Republic of Venezuela, ICSID Case No. ARB/96/3",,VEN,Netherlands-Venezuela BIT,ICSID,
1524,"Flughafen ZÃ_rich A.G. and GestiÃ_n e IngenerÃ_a IDC S.A. v. Bolivarian Republic of Venezuela,Â ICSID Case No. ARB/10/19",,VEN,Switzerland-Venezuela BIT,ICSID,
443,"Fireman's Fund Insurance Company v. The United Mexican States, ICSID Case No. ARB(AF)/02/1",,MEX,NAFTA,ICSID Additional Facility,
435,"Marvin Roy Feldman KarpaÂ v.Â United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known asÂ Marvin Feldman v. Mexico)",,MEX,NAFTA,ICSID Additional Facility,
429,"Saba Fakes v. Republic of Turkey, ICSID Case No. ARB/07/20",,TUR,Netherlands-Turkey BIT,ICSID,
2850,"Forminster Enterprises Limited (Cyprus) v. Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Cyprus BIT,UNCITRAL,
423,"European Media Ventures SA v. The Czech Republic, UNCITRAL",,Czech Republic,Belgium-Luxembourg-Czech Republic BIT,UNCITRAL,
1941,"FÃ¡brica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/21",,VEN,United States-Venezuela BIT,ICSID,
1970,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of, ICSID Case No. ARB/12/31",,MKD,Netherlands-Macedonia BIT,ICSID,
469,"F-W Oil Interests, Inc. v. The Republic of Trinidad and Tobago, ICSID Case No. ARB/01/14",,TTO,Trinidad and Tobago-United States BIT,ICSID,
2171,"EVN AG v. Republic of Bulgaria, ICSID Case No. ARB/13/17",,BGR,Austria-Bulgaria BIT,ICSID,
427,"EVN AG v. The former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/10",,MKD,Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,ICSID,
1712,"James Falgout, Barbara Falgout, Clarence Johnson and Retire in Chiriqui, S.AÂ v. The Republic of Panama",,PAN,Panama-United States of America BIT,,
421,"Europe Cement Investment & Trade S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/07/2",,TUR,Energy Charter Treaty (ECT),ICSID Additional Facility,
393,"EnCana Corporation v. Republic of Ecuador, LCIA Case No. UN3481, UNCITRAL (formerlyÂ EnCana Corporation v. Government of the Republic of Ecuador)",,ECU,Canada-Ecuador BIT,UNCITRAL,
419,"EuroGas GmbH v. Slovak Republic, UNCITRAL",,SVK,Austria-Slovak Republic BIT,UNCITRAL,
412,Eureko B.V. v. Republic of Poland,,POL,Netherlands-Poland BIT,,
409,"Ethyl Corporation v. The Government of Canada, UNCITRAL",,CAN,NAFTA,UNCITRAL,
2360,"Erhas and others v. Turkmenistan, UNCITRAL",,TKM,Turkey-Turkmenistan BIT,UNCITRAL,
401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. andÂ Ponderosa Assets, L.P. v. The Argentine Republic)",,ARG,Argentina-United States BIT,ICSID,
1625,"Eli Lilly and Company v. The Government of Canada,Â UNCITRAL, ICSID Case No. UNCT/14/2",Other service activities,CAN,NAFTA,UNCITRAL,In favour of State
380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19",,HUN,Energy Charter Treaty (ECT),ICSID,
1939,"Isolux CorsÃ¡n Concesiones S.A. v. Republic of Peru, ICSID Case No. ARB/12/5 (formerly Elecnor S.A. and Isolux CorsÃ¡n Concesiones S.A. v. Republic of Peru)",,PER,Spain-Peru BIT,ICSID,
1706,"European American Investment Bank AG (EURAM) v. Slovak Republic, UNCITRAL",,SVK,Austria-Slovak Republic BIT,UNCITRAL,
389,"Empresas Lucchetti, S.A. and Lucchetti Peru, S.A. v. The Republic of Peru, ICSID Case No. ARB/03/4 (also known as: Industria Nacional de Alimentos, A.S. and Indalsa PerÃº S.A. v.Â The Republic of Peru)",,PER,Chile-Peru BIT,ICSID,
387,"Empresa ElÃ©ctrica del Ecuador, Inc. v. Republic of Ecuador, ICSID Case No. ARB/05/9",,ECU,Ecuador-United States BIT,ICSID,
384,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., MEM Magyar Electronic Media Kereskedelmi Ã©s SzolgÃ¡ltatÃ_ Kft.Â v. The Republic of Hungary, ICSID Case No. ARB/12/2",,HUN,Hungary-Netherlands BIT,ICSID,
739,"Nations Energy Corporation, Electric Machinery Enterprises Inc., and Jamie Jurado v. The Republic of Panama, ICSID Case No. ARB/06/19","Electricity, gas, steam and air conditioning supply",PAN,Panama-United States of America BIT,ICSID,In favour of State
2579,"Energoalians TOBÂ v. Republic of Moldova, UNCITRAL","Electricity, gas, steam and air conditioning supply",MDA,Energy Charter Treaty (ECT),UNCITRAL,
901,"Rail World Estonia LLC, Railroad Development Corporation and EEIF Rail BV v. Republic of Estonia, ICSID Case No. ARB/06/6",,EST,Estonia-Netherlands BIT,ICSID,
382,"El Paso Energy International Company v. The Argentine Republic, ICSID Case No. ARB/03/15",,ARG,Argentina-United States BIT,ICSID,
375,"EDF (Services) Limited v. Romania, ICSID Case No. ARB/05/13",,ROU,Romania-United Kingdom BIT,ICSID,
2235,"Edenred S.A. v. Hungary, ICSID Case No. ARB/13/21",Other service activities,HUN,France-Hungary BIT,ICSID,In favour of Investor
2264,"ECE Projektmanagement v. TheÂ Czech Republic, UNCITRAL, PCA Case No. 2010-5",,Czech Republic,Czech Republic-Germany BIT,UNCITRAL,
1494,Republic of Ecuador v. United States of America (PCA Case No. 2012-5),,USA,Ecuador-United States BIT,UNCITRAL,
366,"East Cement for Investment Company v. Poland, ICC",,POL,Jordan-Poland BIT,ICC,
587,"Jan de Nul N.V. and Dredging International N.V. v. Arab Republic of Egypt, ICSID Case No. ARB/04/13",,EGY,Belgium-Luxembourg-Egypt BIT,ICSID,
1833,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH v. Slovak Republic,Â ICSID Case No. ARB/12/7",,SVK,Energy Charter Treaty (ECT),ICSID,
361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1),Â PCA Case No. 2010-13,Â UNCITRAL",,BLZ,Belize-United Kingdom BIT,UNCITRAL,
362,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 2), PCA Case No. 2010-21, UNCITRAL",,BLZ,Belize-United Kingdom BIT,UNCITRAL,
368,"Eastern Sugar B.V. (Netherlands) v. The Czech Republic, SCC Case No. 088/2004",,Czech Republic,Czech Republic-Netherlands BIT,UNCITRAL,
356,"Duke Energy Electroquil Partners & Electroquil S.A. v. Republic of Ecuador, ICSID Case No. ARB/04/19",,ECU,Ecuador-United States BIT,ICSID,
1074,"TCW Group, Inc and Dominican Energy Holdings, L.P. v. The Dominican Republic, UNCITRAL",,DOM,CAFTA,UNCITRAL,
2275,"Deutsche Telekom v. India,Â ICSID",,IND,Germany-India BIT,ICSID Additional Facility,
1745,"Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/09/2",,LKA,Germany-Sri Lanka BIT,ICSID,
372,"EDF International S.A., SAUR International S.A. and LeÃ_n Participaciones Argentinas S.A. v. Argentine Republic, ICSID Case No. ARB/03/23",,ARG,Argentina-Belgium-Luxembourg BIT,ICSID,
353,"Desert Line Projects LLC v. The Republic of Yemen, ICSID Case No. ARB/05/17",,YEM,Oman-Yemen BIT,ICSID,
354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25",,CAN,NAFTA,UNCITRAL,
1937,"Dan Cake S.A. v. Hungary, ICSID Case No. ARB/12/9",,HUN,Hungary-Portugal BIT,ICSID,
2299,"Hussain Sajwani, Damac Park Avenue for Real Estate Development S.A.E., and Damac Gamsha Bay for Development S.A.E. v. Arab Republic of Egypt, ICSID Case No. ARB/11/16",,EGY,Egypt-United Arab Emirates BIT,ICSID,
345,"Corn Products International, Inc. v. United Mexican States, ICSID Case No. ARB (AF)/04/1",,MEX,NAFTA,ICSID Additional Facility,
2303,CSP Equity Investment Sarl v. Spain,,ESP,Energy Charter Treaty (ECT),SCC,
1520,"Daimler Financial Services AG v. Argentine Republic, ICSID Case No. ARB/05/1",,ARG,Argentina-Germany BIT,ICSID,
2219,"Ã–mer Dede and Serdar ElhÃ_seyni v. Romania, ICSID Case No. ARB/10/22",,ROU,Romania-Turkey BIT,ICSID,
351,"Crespo and others v. Poland, ICC",,POL,Poland-Spain BIT,ICC,
323,"Consortium Groupement L.E.S.I.- DIPENTA v. RÃ©publique algÃ©rienne dÃ©mocratique et populaire, ICSID Case No. ARB/03/08",,DZA,Algeria-Italy BIT,ICSID,
2089,"Ternium S.A. and Consorcio Siderurgia Amazonia S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/19",,VEN,Luxembourg-Venezuela BIT,ICSID,
329,"Continental Casualty Company v. The Argentine Republic, ICSID Case No. ARB/03/9",,ARG,Argentina-United States BIT,ICSID,
325,"Consortium RFCC v.Â Royaume du Maroc, ICSID Case No. ARB/00/6",,MAR,Italy-Morocco BIT,ICSID,
309,"CompaÃ±iÃ¡ de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic, ICSID Case No. ARB/97/3 (formerlyÂ CompaÃ±Ã_a de Aguas del Aconquija, S.A. andÂ Compagnie GÃ©nÃ©rale des Eaux v. Argentine Republic)",,ARG,Argentina-France BIT,ICSID,
288,"CMS Gas Transmission Company v. The Republic of Argentina, ICSID Case No. ARB/01/8",,ARG,Argentina-United States BIT,ICSID,
281,"CME Czech Republic B.V. v. The Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Netherlands BIT,UNCITRAL,
816,"Sergei Paushok, CJSC Golden East Company and CJSC Vostokneftegaz Company v. The Government of Mongolia, UNCITRAL",,MNG,Mongolia-Russian Federation BIT,UNCITRAL,
1144,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. The Argentine Republic, ICSID Case No. ARB/07/26",,ARG,Argentina-Spain BIT,ICSID,
1918,"Consolidated Exploration Holdings Ltd. and others v. Kyrgyz Republic, ICSID Case No. ARB(AF)/13/1",,KGZ,Kazakhstan-Kyrgyz Republic BIT,ICSID Additional Facility,
2127,"Valores Mundiales, S.L. and Consorcio Andino S.L. v. Bolivarian Republic of Venezuela,Â ICSID Case No. ARB/13/11",,VEN,Spain-Venezuela BIT,ICSID,
1177,"Compagnie International de Maintenance (CIM) v. Ethiopia, UNCITRAL",,ETH,Ethiopia-France BIT,UNCITRAL,
2558,"Highbury International AVV, CompaÃ±Ã_a Minera de Bajo CaronÃ_ AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/14/10",,VEN,Netherlands-Venezuela BIT,ICSID,
257,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",,ECU,Ecuador-United States BIT,UNCITRAL,
321,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V. v. Bolivarian Republic of Venezuela,Â ICSID Case No. ARB/07/30",,VEN,Netherlands-Venezuela BIT,ICSID,
238,"Ceskoslovenska Obchodni Banka, A.S. v. The Slovak Republic, ICSID Case No. ARB/97/4",,SVK,Czech Republic-Slovak Republic BIT,ICSID,
3119,"CIT Group Inc. v. Argentine Republic, ICSID Case No. ARB/04/9",Financial and insurance activities,ARG,US-Argentina,ICSID,Discontinued
1530,"Crystallex International Corporation v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/2",,VEN,Canada-Venezuela BIT,ICSID Additional Facility,
2070,"CEZ v. The Republic of Albania, UNCITRAL",,ALB,Energy Charter Treaty (ECT),UNCITRAL,
2082,"Charanne and Construction Investments v. Spain,Â SCC Case No.Â V 062/2012","Electricity, gas, steam and air conditioning supply",ESP,Energy Charter Treaty (ECT),SCC Rules of Arbitration,In favour of Investor
251,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",,ECU,Ecuador-United States BIT,UNCITRAL,
249,"Chemtura Corporation v. Government of Canada, UNCITRAL (formerly Crompton Corporation v. Government of Canada)","Agriculture, forestry and fishing",CAN,NAFTA,UNCITRAL,In favour of State
236,"Cesare Galdabini SpA v. Russian Federation, UNCITRAL",,RUS,Italy-Russian Federation BIT,UNCITRAL,
2125,"Cervin Investissements S.A. and Rhone Investissements S.A. v. Republic of Costa Rica, ICSID Case No. ARB/13/2","Mining and quarrying, including hydrocarbons (oil and gas)",CRI,Costa Rica-Switzerland BIT,ICSID,Neither investor nor State (treaty breach(es) found but claim for damages rejected)
1479,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia,Â ICSID Case No. ARB/12/14 and 12/40","Mining and quarrying, including hydrocarbons (oil and gas)",IDN,Australia-Indonesia BIT,ICSID,In favour of Investor
2637,Lee John Beck and Central Asian Development Corporation v. Kyrgyz Republic,,KGZ,CIS Convention for the Protection of InvestorsÂ’ Rights (1997),,
2463,"Central European Aluminium Company (CEACÂ )Â v. Montenegro, ICSID Case No. ARB/14/8","Mining and quarrying, including hydrocarbons (oil and gas)",MNE,Cyprus-Serbia and Montenegro BIT,ICSID,In favour of State
2291,"Cemusa - CorporaciÃ_n Europea de Mobiliario Urbano, S.A. and CorporaciÃ_n Americana de Equipamientos Urbanos, S.L. v. United Mexican States, ICSID Case No.Â ARB(AF)/13/2",,MEX,Mexico-Spain BIT,ICSID Additional Facility,
232,"CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/08/15",,VEN,Netherlands-Venezuela BIT,ICSID,
230,"Cementownia Â“Nowa HutaÂ” S.A. v. Republic of Turkey, UNCITRAL",,TUR,Poland-Turkey BIT,UNCITRAL,
228,"Cementownia ""Nowa Huta"" S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/06/2",,TUR,Energy Charter Treaty (ECT),ICSID Additional Facility,
221,"Cargill, Incorporated v. Republic of Poland, ICSID Case No. ARB(AF)/04/2",Other service activities,POL,Poland-United States Business and Economic Relations Treaty,UNCITRAL,In favour of Investor
227,"CCL v. Republic of Kazakhstan, SCC Case 122/2001",,KAZ,Kazakhstan-United States BIT,SCC,
446,"Piero Foresti, Laura de Carli & Others v. The Republic of South Africa, ICSID Case No. ARB(AF)/07/01",,ZAF,Belgium-Luxembourg-South Africa BIT,ICSID Additional Facility,
1962,"CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited and Telecom Devas Mauritius Limited v. India,Â PCA Case No. 2013-09",Information and communication,IND,India-Mauritius BIT,UNCITRAL,In favour of Investor
2078,"Convial Callao S.A. and CCI - CompaÃ±Ã_a de Concesiones de Infraestructura S.A. v. Republic of Peru, ICSID Case No. ARB/10/2",,PER,Argentina-Peru BIT,ICSID,
211,"Caratube International Oil Company LLP v. The Republic of Kazakhstan, ICSID Case No. ARB/08/12",,KAZ,Kazakhstan-United States BIT,ICSID,
2131,"Caratube International Oil Company LLP and Devincci Salah Hourani v. Republic of Kazakhstan, ICSID Case No. ARB/13/13",,KAZ,Kazakhstan-United States BIT,ICSID,
223,"Cargill, Incorporated v. United Mexican States, ICSID Case No. ARB(AF)/05/2",,MEX,NAFTA,ICSID Additional Facility,
541,"Melvin J. Howard, Centurion Health Corp. & Howard Family Trust v. The Government of Canada, UNCITRAL, PCA Case No. 2009-21",Human health and social work activities,CAN,NAFTA,UNCITRAL,Discontinued
883,"Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Republic of Costa Rica, ICSID Case No. ARB(AF)/08/1",,CRI,Canada-Costa Rica BIT,ICSID Additional Facility,
186,"Camuzzi International S.A. v.Â RepÃºblica Argentina, ICSID Case No. ARB/03/7",,ARG,Argentina-Belgium-Luxembourg BIT,ICSID,
188,"The Canadian Cattlemen for Fair Trade v. United States of America, UNCITRAL (formerlyÂ Consolidated Canadian Claims v. United States of America)",,USA,NAFTA,UNCITRAL,
184,"Camuzzi International S.A. v. The Argentine Republic, ICSID Case No. ARB/03/2",,ARG,Argentina-Belgium-Luxembourg BIT,ICSID,
1581,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd. v. Georgia, UNCITRAL",,GEO,Georgia-United States BIT,UNCITRAL,
1935,Capital Global and Kaif Investment v. India,,IND,Mauritius-India BIT,,
200,"Canfor Corporation v. United States of America; Terminal Forest Products Ltd. v.Â United States of America, UNCITRAL (formerlyÂ Canfor Corporation v.Â United States of America; Tembec et al. v.Â United States of America; Terminal Forest Products Ltd. v.",,USA,NAFTA,UNCITRAL,
2010,"Burimi SRL and Eagle Games SH.A v. Republic of Albania, ICSID Case No. ARB/11/18",,ALB,Albania-Italy BIT,ICSID,
181,"Burlington Resources Inc. v. Republic of Ecuador, ICSID Case No. ARB/08/5 (formerlyÂ Burlington Resources Inc. and others v. Republic of Ecuador andÂ Empresa Estatal PetrÃ_leos del Ecuador (PetroEcuador))","Mining and quarrying, including hydrocarbons (oil and gas)",ECU,Ecuador-United States BIT,ICSID,In favour of Investor
179,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V. v. The Republic of Paraguay, ICSID Case No. ARB/07/9",,PRY,Netherlands-Paraguay BIT,ICSID,
680,"Metalpar S.A. and Buen Aire S.A. v. The Argentine Republic, ICSID Case No. ARB/03/5",,ARG,Argentina-Chile BIT,ICSID,
177,"British Caribbean Bank Limited v. The Government of Belize, PCA Case No. 2010-18",Financial and insurance activities,BLZ,Belize-United Kingdom BIT,UNCITRAL,In favour of Investor
172,"BP America Production Company, Pan American Sur SRL,Â Pan American Fueguina, SRL and Pan American Continental SRLÂ v. The Argentine Republic, ICSID Case No. ARB/04/8",,ARG,Argentina-United States BIT,ICSID,
808,"Pan American Energy LLC and BP Argentina Exploration Company v. The Argentine Republic, ICSID Case No. ARB/03/13",,ARG,Argentina-United States BIT,ICSID,
1933,"Bycell (Maxim Naumchenko, Andrey Polouektov and Tenoch Holdings Ltd) v. India",,IND,Cyprus-India BIT,,
2076,"Luigiterzo Bosca v. Lithuania, UNCITRAL",,LTU,Italy-Lithuania BIT,UNCITRAL,
2465,"FaroukÂ Bozbey v. Turkmenistan,Â UNCITRAL",,TKM,Turkey-Turkmenistan BIT,UNCITRAL,
169,"Yury Bogdanov v. Republic of Moldova, SCC Arbitration No. V (114/2009)",,MDA,Moldova-Russian Federation BIT,SCC,
1470,"Border Timbers Limited, Border Timbers International (Private) Limited, and Hangani Development Co. (Private) Limited v. Republic of Zimbabwe, ICSID Case No. ARB/10/25",,ZWE,Switzerland-Zimbabwe BIT,ICSID,
2634,"Yuri Bogdanov and Yulia Bogdanova v. Republic of Moldova, SCC Case No. V091/2012",,MDA,Moldova-Russian Federation BIT,SCC,
1513,"Blue Bank International & Trust (Barbados) Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB 12/20",,VEN,Barbados-Venezuela BIT,ICSID,
157,"Biwater Gauff (Tanzania) Ltd. v. United Republic of Tanzania, ICSID Case No. ARB/05/22",,TZA,Tanzania-United Kingdom BIT,ICSID,
149,"Biedermann International, Inc. v. Republic of Kazakhstan and Association for Social and Economic Development of Western Kazakhstan ""Intercaspian"", SCC Case No. 97/1996","Mining and quarrying, including hydrocarbons (oil and gas)",KAZ,Kazakhstan-United States BIT,SCC,In favour of Investor
140,"Vladimir Berschader and MoÃ¯se Berschader v. The Russian Federation, SCC Case No. 080/2004",,RUS,Belgium-Russian Federation BIT,SCC,
143,"BG Group Plc. v. The Republic of Argentina, UNCITRAL",,ARG,Argentina-United Kingdom BIT,UNCITRAL,
2110,"Aaron C. Berkowitz, Brett E. Berkowitz and Trevor B. BerkowitzÂ (formerly Spence International Investments and others)Â v. Republic of Costa Rica,Â ICSID Case No.Â UNCT/13/2",Real estate activities,CRI,CAFTA,UNCITRAL,
279,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia,Â UNCITRAL, PCA",,MNG,China-Mongolia BIT,UNCITRAL,
138,"Stephane Benhamou v. Uruguay, UNCITRAL",Financial and insurance activities,URY,France-Uruguay BIT,UNCITRAL,In favour of State
134,"Bayview Irrigation District et al. v. United Mexican States, ICSID Case No. ARB(AF)/05/1",,MEX,NAFTA,ICSID Additional Facility,
131,"Bayindir Insaat Turizm Ticaret Ve Sanayi A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/29",,PAK,Pakistan-Turkey BIT,ICSID,
151,"Rupert Joseph Binder v. Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Germany BIT,UNCITRAL,
2848,"Bear Creek Mining Corporation v. Republic of Peru, ICSID Case No.Â ARB/14/21","Mining and quarrying, including hydrocarbons (oil and gas)",PER,Canada-Peru Free Trade Agreement,ICSID,In favour of Investor
118,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",,ARG,Argentina-United States BIT,ICSID,
155,"Trinh Vinh Binh v. Vietnam, UNCITRAL",,VNM,Netherlands-Vietnam BIT,UNCITRAL,
1588,"Bilcon of Delaware et al v. Government of Canada, PCA Case No. 2009-04","Mining and quarrying, including hydrocarbons (oil and gas)",CAN,NAFTA,UNCITRAL,In favour of Investor
114,"Robert Azinian, Kenneth Davitian, & Ellen Baca v. The United Mexican States, ICSID Case No. ARB (AF)/97/2",,MEX,NAFTA,ICSID Additional Facility,
101,"Mr. Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania, ICSID Case No. ARB/10/13",,ROU,Romania-United States BIT,ICSID,
2959,"David R. Aven and Others v. Republic of Costa Rica, ICSID Case No. UNCT/15/3",,CRI,CAFTA-DR,UNCITRAL,
1648,"Teinver S.A., Transportes de CercanÃ_as S.A. and Autobuses Urbanos del Sur S.A. v. The Argentine Republic,Â ICSID Case No. ARB/09/1",,ARG,Argentina-Spain BIT,ICSID,
2301,"Bawabet Al Kuwait Holding Company v. Arab Republic of Egypt, ICSID Case No. ARB/11/6",,EGY,Egypt-Kuwait BIT,ICSID,
103,"Austrian Airlines v. The Slovak Republic, UNCITRAL",,SVK,Austria-Slovak Republic BIT,UNCITRAL,
1563,"Bosh International, Inc and B&P Ltd Foreign Investments Enterprise v. Ukraine, ICSID Case No. ARB/08/11",,UKR,Ukraine-United States BIT,ICSID,
116,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. The Republic of Azerbaijan, ICSID Case No. ARB/06/15",,AZE,Energy Charter Treaty (ECT),ICSID,
